ID,Provider ID,Condition,Measure Name,Measure ID,Measure Start Date,Measure End Date,Score
23973,220049,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,45
23974,450586,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,7
23975,150042,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,68
23976,390104,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,64
23977,30115,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
23978,60022,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,161
23979,450219,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
23980,140286,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
23981,360020,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,16
23982,150101,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,98
23983,150042,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
23984,490130,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,132
23985,110121,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,42
23986,440125,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,78
23987,240001,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,126
23988,460058,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
23989,50254,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,94
23990,10157,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,91
23991,110121,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
23992,60119,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,99
23993,490130,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,88
23994,10038,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,77
23995,520002,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
23996,110121,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,43
23997,340024,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,5
23998,360156,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
23999,531309,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
24000,60119,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,119
24001,450346,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,100
24002,240001,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
24003,220066,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,345
24004,450822,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,130
24005,220066,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,291
24006,241303,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
24007,510012,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,61
24008,450822,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,75
24009,460058,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,242
24010,220066,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
24011,180012,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,69
24012,360156,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
24013,230075,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,27
24014,330086,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,73
24015,460058,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,72
24016,240001,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
24017,50603,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,59
24018,240001,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,222
24019,450389,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,89
24020,111305,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,92
24021,500050,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,91
24022,50254,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,52
24023,110032,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,260
24024,51316,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,16
24025,250126,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,85
24026,360156,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
24027,50254,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,64
24028,230075,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
24029,220066,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,381
24030,230075,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,61
24031,51316,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,38
24032,330086,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
24033,241303,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,31
24034,50603,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
24035,450822,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,222
24036,10157,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,172
24037,110032,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,55
24038,490044,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
24039,151333,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,30
24040,330086,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,29
24041,110032,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,217
24042,531309,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,95
24043,50765,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,77
24044,10157,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,65
24045,490044,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,312
24046,50603,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,336
24047,50603,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,56
24048,390178,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,60
24049,50603,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,57
24050,240001,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,154
24051,330086,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,438
24052,220066,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,63
24053,230075,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,48
24054,510012,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,216
24055,140158,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,high
24056,50603,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,227
24057,390178,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,96
24058,161334,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,87
24059,50254,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,222
24060,220066,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
24061,360156,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,98
24062,340024,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,89
24063,390178,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,38
24064,111305,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,97
24065,450389,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,180
24066,10091,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,76
24067,50254,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,4/1/17,3/31/18,22
24068,510012,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
24069,240001,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,68
24070,250126,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,60
24071,281301,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
24072,490044,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,89
24073,230075,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
24074,460058,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,97
24075,531309,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,101
24076,500050,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,35
24077,170074,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
24078,281301,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,98
24079,281301,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,10
24080,281301,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,80
24081,281301,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,89
24082,281301,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,86
24083,281301,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,112
24084,281301,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,8
24085,281301,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,15
24086,281301,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
24087,140158,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,1
24088,340024,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,22
24089,50254,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,195
24090,460058,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,98
24091,151333,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,98
24092,50765,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
24093,60119,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
24094,501325,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,171
24095,490130,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,60
24096,111325,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,29
24097,50603,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,61
24098,60119,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,222
24099,360156,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,100
24100,180012,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,94
24101,110032,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,79
24102,490130,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,88
24103,340024,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,94
24104,140158,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
24105,170074,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,94
24106,10157,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,42
24107,180012,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,54
24108,330086,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,46
24109,110121,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,89
24110,450822,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,22
24111,440125,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,32
24112,450822,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
24113,340024,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,68
24114,390178,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,88
24115,390178,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,98
24116,170074,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,224
24117,110032,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
24118,151333,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,230
24119,490130,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,72
24120,10157,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,79
24121,510012,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,50
24122,60119,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,198
24123,450389,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,97
24124,460058,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
24125,140158,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,67
24126,240001,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,91
24127,140158,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,464
24128,50254,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,362
24129,460058,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,48
24130,50254,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
24131,450389,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,4/1/17,3/31/18,28
24132,500050,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
24133,501325,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,83
24134,170074,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,11
24135,460058,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,9
24136,220066,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,85
24137,250126,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,99
24138,500050,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,43
24139,240001,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,29
24140,140158,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,106
24141,490044,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,97
24142,440125,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,100
24143,510012,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,46
24144,10157,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
24145,460058,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,36
24146,50254,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,89
24147,490044,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,69
24148,50603,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,10
24149,340024,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,345
24150,230075,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,86
24151,50603,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
24152,450822,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,93
24153,110032,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,94
24154,220066,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,57
24155,440125,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,30
24156,490130,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,94
24157,360156,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,93
24158,10038,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
24159,490130,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
24160,50765,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,63
24161,220066,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,83
24162,490044,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,88
24163,330086,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
24164,330086,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,351
24165,140158,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,88
24166,10157,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
24167,490130,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,93
24168,250126,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,115
24169,150169,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,3
24170,531309,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,110
24171,110032,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,142
24172,150169,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
24173,390178,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,71
24174,151333,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,71
24175,60119,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
24176,330086,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,6
24177,490044,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,94
24178,371318,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
24179,50603,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,94
24180,360156,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,98
24181,500050,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,96
24182,170074,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
24183,450822,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,6
24184,360156,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,45
24185,330086,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,166
24186,340024,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,306
24187,250126,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,9
24188,220062,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,91
24189,531309,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,88
24190,230075,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,95
24191,10157,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,90
24192,510012,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
24193,10157,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,72
24194,140158,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,181
24195,340024,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,2
24196,450389,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,76
24197,510012,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,114
24198,220066,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,48
24199,501325,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,24
24200,60119,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,96
24201,450389,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,71
24202,500050,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,92
24203,490044,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,80
24204,230075,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,high
24205,340024,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,152
24206,51316,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,93
24207,371318,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,6
24208,500050,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
24209,50603,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,85
24210,490044,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,272
24211,170074,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,44
24212,390178,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
24213,340024,Heart Attack or Chest Pain,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,OP_2,4/1/17,3/31/18,18
24214,490044,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,12
24215,220066,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,45
24216,171377,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,74
24217,371318,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,64
24218,360156,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,9
24219,490130,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
24220,330086,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,93
24221,241303,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,100
24222,150169,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
24223,460058,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,8
24224,220066,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,150
24225,110032,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,41
24226,510012,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,85
24227,60119,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,94
24228,151333,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
24229,111305,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,21
24230,460058,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,162
24231,110032,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,91
24232,10038,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,78
24233,450389,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,284
24234,250126,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,234
24235,50603,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,90
24236,151333,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,93
24237,450389,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,41
24238,111325,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,78
24239,241303,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
24240,220066,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
24241,501325,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,85
24242,510012,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,24
24243,60119,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,92
24244,230075,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,282
24245,10038,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
24246,111305,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,50
24247,10157,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,45
24248,340024,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,4
24249,250126,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,69
24250,10038,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
24251,10038,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,31
24252,50254,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
24253,390178,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,135
24254,60119,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,48
24255,390178,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,146
24256,460058,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,93
24257,220062,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,88
24258,50254,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,62
24259,531309,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
24260,510012,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,91
24261,10038,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,5
